"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq244","ind247"
41593,1,2,2,2,2,2,2,2,1,8,2.32,3,2,1
41594,1,2,2,2,2,2,2,2,2,6,2.94,3,NA,NA
41595,1,2,1,2,1,2,2,1,2,5,2,3,1,NA
41596,1,2,2,2,2,2,2,2,2,3,0.38,1,2,1
41597,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1
41598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41599,1,2,2,2,2,2,2,2,2,6,1.47,2,NA,NA
41600,1,1,2,2,2,2,2,2,2,7,1.45,2,2,1
41601,1,2,2,2,2,2,2,1,2,11,3.98,3,NA,NA
41602,1,2,2,2,2,2,2,2,2,6,1.51,2,2,1
41603,1,2,2,2,2,2,2,2,2,4,0.8,1,2,1
41604,1,2,2,2,2,2,2,1,2,9,2.83,3,NA,NA
41605,2,2,2,2,2,2,2,2,2,3,0.58,1,2,1
41606,1,1,2,2,2,2,2,2,2,4,0.89,1,NA,NA
41607,1,2,2,2,2,2,2,1,2,9,3.27,3,NA,NA
41608,1,2,2,2,2,2,2,2,2,11,3.77,3,NA,NA
41609,7,1,2,2,2,2,2,2,2,77,NA,3,2,1
41610,1,2,2,2,2,1,2,2,2,77,NA,1,2,1
41611,2,2,1,2,1,2,2,2,2,3,0.85,1,2,1
41612,2,2,1,1,2,2,2,2,2,6,2.14,3,NA,NA
41613,2,2,1,2,2,2,2,1,2,10,5,3,NA,NA
41614,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
41615,1,2,2,2,2,2,2,2,2,5,1.4,2,2,1
41616,1,2,1,2,2,2,2,2,2,77,NA,1,2,1
41617,2,2,1,2,2,2,2,1,2,4,1.53,2,1,NA
41618,1,2,2,2,2,2,2,1,2,9,3.41,3,NA,NA
41619,1,2,2,2,2,2,2,2,2,3,0.6,1,2,1
41620,2,1,2,2,2,2,2,1,2,7,1.04,1,9,NA
41621,1,2,2,2,2,2,2,2,2,2,0.52,1,2,2
41622,1,2,2,2,2,2,2,2,2,5,0.9,1,2,1
41623,1,2,2,2,2,2,2,2,2,7,2.03,3,NA,NA
41624,2,2,1,2,1,2,2,2,2,8,3.26,3,NA,NA
41625,1,1,2,2,2,2,2,2,2,2,0.22,1,2,1
41626,1,2,2,2,2,2,2,2,2,11,3.39,3,NA,NA
41627,1,2,1,2,1,2,2,1,2,7,3.16,3,NA,NA
41628,1,1,2,2,2,2,2,2,2,2,0.6,1,2,1
41629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41630,1,2,2,2,2,2,2,2,1,7,2.39,3,NA,NA
41631,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1
41632,1,1,2,2,2,2,2,2,1,10,3.4,3,NA,NA
41633,1,2,2,2,2,2,2,2,1,4,1.02,1,2,1
41634,1,2,2,2,2,2,2,2,2,3,0.57,1,2,1
41635,1,2,2,2,2,2,2,2,2,3,0.58,1,2,1
41636,1,2,1,2,2,2,2,2,2,5,0.97,1,2,1
41637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41638,1,2,2,2,2,2,2,2,2,3,0.5,1,NA,NA
41639,1,2,2,2,2,2,2,2,2,6,1.68,2,NA,NA
41640,1,2,1,2,2,2,1,2,2,1,0.18,1,2,1
41641,1,2,1,2,1,1,2,2,2,NA,NA,NA,NA,NA
41642,1,2,1,2,1,2,2,1,2,4,1.65,2,1,NA
41643,1,2,2,2,2,2,2,1,2,3,1.15,1,NA,NA
41644,1,2,2,2,2,2,2,2,2,3,0.84,1,2,2
41645,1,2,2,2,2,2,2,2,2,1,0,1,2,1
41646,1,2,2,2,2,2,2,2,2,6,0.74,1,2,1
41647,1,2,2,2,2,2,1,2,2,3,0.39,1,2,1
41648,1,2,2,2,2,2,2,1,2,9,4.29,3,NA,NA
41649,1,2,2,2,2,2,2,2,2,3,0.57,1,2,1
41650,1,2,2,1,2,2,2,2,2,5,1.05,1,1,NA
41651,1,2,2,2,2,2,2,2,1,6,0.72,1,2,1
41652,2,2,1,2,1,2,2,1,2,8,3.43,3,NA,NA
41653,1,2,2,2,1,2,2,2,2,12,5,3,NA,NA
41654,2,2,1,2,1,2,2,1,2,8,3.86,3,NA,NA
41655,1,2,2,2,2,2,1,2,2,2,0.28,1,2,1
41656,1,1,2,2,2,2,2,2,2,99,NA,1,2,77
41657,1,2,2,2,2,2,2,2,2,7,1.79,2,NA,NA
41658,1,2,2,1,2,2,2,1,2,11,2.63,3,NA,NA
41659,1,2,2,2,2,2,2,1,2,7,1.27,1,NA,NA
41660,1,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA
41661,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
41662,2,2,2,2,2,2,2,2,2,5,0.65,1,2,1
41663,2,2,2,2,2,1,2,2,2,4,1.05,1,2,99
41664,2,2,2,1,2,2,2,2,2,3,1.29,1,2,5
41665,1,2,2,2,2,2,2,2,2,5,1.13,1,2,77
41666,1,1,2,2,1,2,2,2,2,7,1.49,2,NA,NA
41667,1,1,2,2,2,2,2,2,2,4,0.81,1,2,1
41668,1,2,2,1,1,2,2,1,1,12,5,3,NA,NA
41669,1,2,2,2,2,2,2,2,2,7,4.11,3,NA,NA
41670,1,2,2,2,2,2,2,2,2,4,0.75,1,2,1
41671,2,2,1,2,1,2,2,1,2,5,1.96,3,NA,NA
41672,1,2,1,2,1,2,2,2,2,7,2.52,3,NA,NA
41673,1,2,2,2,2,2,2,2,2,9,3.49,3,NA,NA
41674,1,2,2,2,2,2,2,2,2,6,2.88,3,NA,NA
41675,2,2,1,2,2,2,2,2,2,3,1.04,1,2,1
41676,2,2,1,1,1,2,2,1,2,4,1.88,3,NA,NA
41677,2,2,1,2,2,2,2,1,2,7,3.02,3,NA,NA
41678,2,2,2,1,2,1,2,2,2,2,0.24,1,2,1
41679,1,2,2,2,2,2,2,2,2,5,1.75,2,NA,NA
41680,1,2,1,1,1,2,2,2,1,7,2.8,3,2,1
41681,2,1,2,2,2,2,2,2,2,6,0.87,1,2,1
41682,1,1,2,2,2,2,2,1,2,77,NA,3,1,NA
41683,1,2,1,2,1,2,2,2,2,11,4.7,3,NA,NA
41684,1,2,2,2,2,2,2,2,2,8,1.86,3,NA,NA
41685,1,2,1,2,2,2,2,1,2,5,0.97,1,2,1
41686,1,2,2,2,2,2,2,2,2,11,4.3,3,NA,NA
41687,1,2,1,2,2,2,2,2,2,5,0.97,1,2,1
41688,1,2,2,2,2,2,2,2,2,5,1.75,2,2,1
41689,1,1,2,2,2,2,2,2,2,7,1.39,2,9,NA
41690,1,2,2,2,2,2,2,2,1,10,4.09,3,NA,NA
41691,1,2,2,2,1,2,2,1,2,10,5,3,NA,NA
41692,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
41693,1,1,2,2,2,2,2,2,2,11,5,3,NA,NA
41694,1,2,2,2,2,2,2,2,2,7,1.45,2,1,NA
41695,1,2,2,2,2,2,2,2,2,6,1.45,2,2,1
41696,1,2,2,2,2,2,2,2,2,12,4.23,3,NA,NA
41697,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA
41698,1,2,2,2,2,2,2,2,2,11,3.48,3,NA,NA
41699,1,1,2,2,2,2,2,1,2,10,5,3,NA,NA
41700,1,2,1,2,2,2,2,2,2,5,1.4,2,2,1
41701,1,2,2,2,1,2,2,1,2,10,2.01,3,1,NA
41702,1,2,2,2,2,2,2,2,2,7,3.54,3,NA,NA
41703,2,2,2,2,2,1,2,2,2,2,0.29,1,2,1
41704,1,2,2,2,2,2,2,2,2,10,3.06,3,NA,NA
41705,2,2,2,1,1,2,2,2,2,7,1.69,2,NA,NA
41706,1,1,2,2,2,2,2,2,2,9,2.42,3,NA,NA
41707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41708,1,2,2,2,2,2,2,2,2,7,1.7,2,NA,NA
41709,1,2,2,2,2,2,2,2,2,8,1.5,2,NA,NA
41710,1,2,2,2,2,2,2,2,2,3,1.41,2,NA,NA
41711,1,2,1,2,2,2,2,2,2,8,3.94,3,NA,NA
41712,1,2,2,2,2,2,2,2,2,7,1.52,2,NA,NA
41713,1,2,2,2,2,2,2,2,2,5,1.4,2,2,1
41714,1,2,2,2,2,2,2,2,2,7,1.52,2,1,NA
41715,2,2,1,2,2,2,2,1,2,5,1.58,2,1,NA
41716,1,2,2,2,2,2,2,2,2,3,0.69,1,2,1
41717,2,2,1,2,1,2,2,2,2,7,2.8,3,NA,NA
41718,1,2,2,2,2,2,2,2,2,3,0.77,1,2,1
41719,1,1,2,2,2,2,2,2,2,5,1.4,2,2,1
41720,1,2,2,2,2,2,2,2,2,4,1.12,1,2,1
41721,1,1,2,2,2,2,2,2,2,3,0.67,1,2,1
41722,1,2,2,2,2,1,2,2,2,6,1.45,2,2,1
41723,2,2,2,2,2,2,1,2,1,2,0.35,1,2,1
41724,1,2,2,2,2,2,2,2,2,7,1.64,2,2,1
41725,2,2,1,2,2,2,2,1,2,3,1.05,1,1,NA
41726,1,2,2,2,2,2,2,2,2,8,2.18,3,2,1
41727,1,2,2,2,2,2,2,1,1,10,4.19,3,NA,NA
41728,1,2,1,2,2,2,2,2,2,12,5,3,NA,NA
41729,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
41730,1,2,2,2,2,2,2,2,2,4,0.91,1,2,1
41731,1,2,1,2,2,1,2,2,2,4,0.89,1,2,1
41732,1,2,1,2,2,1,2,2,2,6,0.88,1,2,1
41733,1,2,2,2,2,2,2,2,2,10,5,3,NA,NA
41734,1,2,2,2,2,2,2,2,2,8,2.18,3,NA,NA
41735,1,2,1,2,1,2,2,1,2,11,5,3,NA,NA
41736,2,2,1,2,2,1,2,2,2,3,1.05,1,2,1
41737,1,2,2,2,2,2,2,2,2,8,2.94,3,NA,NA
41738,1,2,2,2,2,2,2,2,2,11,4.53,3,NA,NA
41739,2,2,1,2,2,2,2,2,2,3,0.96,1,2,1
41740,2,1,1,2,1,2,2,1,2,5,2.31,3,NA,NA
41741,2,2,1,2,1,2,2,1,2,6,2.94,3,NA,NA
41742,1,2,2,2,2,2,2,2,2,3,0.62,1,2,1
41743,1,1,2,2,2,2,2,2,2,8,2.32,3,NA,NA
41744,1,2,2,2,2,2,2,2,2,4,0.99,1,2,1
41745,2,2,2,2,2,2,2,2,1,6,1.06,1,2,1
41746,1,2,2,2,2,2,2,2,2,10,2.25,3,NA,NA
41747,1,2,2,2,2,1,2,1,1,9,2.17,3,NA,NA
41748,2,2,1,2,2,1,2,2,1,2,0.73,1,2,1
41749,1,2,2,2,2,2,2,2,2,10,2.61,3,NA,NA
41750,2,1,2,2,2,2,2,1,2,12,5,3,NA,NA
41751,2,2,1,2,1,2,2,1,2,7,2.63,3,NA,NA
41752,1,2,2,2,2,2,2,2,2,8,2.8,3,2,1
41753,2,2,1,2,1,2,2,1,2,8,4.62,3,NA,NA
41754,1,2,2,2,2,2,2,2,2,10,3.4,3,NA,NA
41755,2,2,1,2,2,2,2,1,2,4,1.53,2,1,NA
41756,1,2,2,2,2,2,2,2,2,6,1.91,3,NA,NA
41757,1,2,2,2,2,2,2,2,1,1,0.4,1,2,1
41758,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
41759,1,1,2,2,2,2,1,2,2,4,0.68,1,2,1
41760,2,2,1,2,2,2,2,2,2,3,1.41,2,1,NA
41761,1,2,2,2,1,2,2,1,2,12,5,3,NA,NA
41762,1,2,2,2,2,2,2,1,2,10,5,3,NA,NA
41763,1,2,2,2,2,2,2,2,2,3,0.46,1,2,1
41764,1,1,2,2,2,2,2,1,2,12,4.94,3,NA,NA
41765,1,2,2,2,2,2,2,1,2,8,2.32,3,NA,NA
41766,2,2,2,2,2,2,2,2,2,1,0.17,1,2,1
41767,1,2,2,2,2,2,2,2,2,2,0.48,1,2,1
41768,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
41769,1,2,2,2,2,2,2,2,1,1,0.14,1,2,1
41770,1,2,1,2,2,2,1,2,2,7,1.59,2,2,1
41771,2,2,1,2,2,2,2,1,2,5,2.35,3,NA,NA
41772,1,2,1,2,2,2,2,2,2,3,0.86,1,NA,NA
41773,1,2,2,2,2,2,1,2,2,3,0.45,1,2,1
41774,1,2,2,2,2,2,2,2,2,9,3.35,3,NA,NA
41775,1,2,2,2,1,2,2,2,2,3,1.05,1,2,1
41776,1,2,2,2,2,2,2,2,2,5,1.71,2,2,1
41777,1,1,2,2,2,2,2,1,2,12,3.12,3,NA,NA
41778,1,1,2,2,2,2,2,2,2,8,2.24,3,NA,NA
41779,1,2,2,2,2,2,2,1,2,3,1.18,1,2,1
41780,2,2,2,1,2,2,2,2,2,2,0.82,1,2,77
41781,1,1,2,2,2,2,2,2,2,5,1.13,1,2,1
41782,2,2,1,2,2,2,2,1,2,9,4.12,3,NA,NA
41783,2,2,1,2,2,2,2,2,1,2,0.71,1,2,1
41784,1,2,2,2,2,2,2,2,2,2,0.35,1,2,1
41785,1,2,2,2,2,2,2,2,2,3,0.68,1,2,1
41786,1,2,2,2,2,2,2,2,2,99,NA,1,2,2
41787,2,2,2,1,2,1,2,2,2,2,0.24,1,2,1
41788,1,2,2,2,2,2,2,1,2,6,1.99,3,2,2
41789,1,2,2,2,2,2,2,2,2,8,2.8,3,2,1
41790,1,2,2,2,2,2,2,2,2,5,0.87,1,2,1
41791,2,2,1,2,2,2,2,1,2,6,2.19,3,NA,NA
41792,1,2,2,2,2,2,2,2,2,99,NA,9,2,99
41793,2,1,2,2,2,2,2,2,2,2,0.71,1,2,1
41794,1,2,2,2,2,2,2,2,1,3,0.7,1,2,1
41795,2,2,2,2,2,2,2,2,1,3,0.32,1,2,1
41796,2,2,2,1,1,2,2,2,2,4,1.5,2,2,1
41797,1,2,1,2,1,2,2,1,2,8,2.87,3,NA,NA
41798,2,2,1,2,1,1,2,2,1,4,0.73,1,NA,NA
41799,1,2,2,2,2,2,2,2,2,6,1.45,2,NA,NA
41800,1,2,2,2,2,2,2,1,2,11,2.75,3,NA,NA
41801,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
41802,1,2,2,2,2,2,2,2,2,7,1.55,2,NA,NA
41803,2,2,1,2,2,2,2,2,2,3,1.05,1,2,1
41804,1,1,2,2,2,2,2,2,2,6,0.96,1,2,1
41805,1,2,2,2,2,2,2,1,2,3,0.42,1,2,1
41806,7,2,7,7,7,7,7,7,7,77,NA,3,7,NA
41807,1,1,2,2,2,2,2,1,2,8,1.9,3,NA,NA
41808,2,2,1,2,1,2,2,1,2,8,3.51,3,NA,NA
41809,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1
41810,1,2,1,2,2,2,2,2,2,8,2.18,3,NA,NA
41811,1,2,2,2,2,2,2,2,2,9,3.08,3,NA,NA
41812,1,2,2,2,2,2,2,2,2,3,0.84,1,2,1
41813,1,2,2,2,2,2,2,2,2,2,0.23,1,2,1
41814,2,2,1,2,1,2,2,2,2,3,1.38,2,2,99
41815,1,1,2,2,2,2,2,2,2,1,0,1,2,1
41816,1,1,2,2,2,2,2,2,2,2,0.17,1,2,99
41817,1,2,2,2,2,2,2,2,2,7,2.05,3,2,4
41818,1,2,2,2,2,2,2,2,2,9,3.49,3,NA,NA
41819,1,2,2,2,2,2,1,2,1,7,0.63,1,2,1
41820,2,2,2,2,2,2,2,2,2,4,0.59,1,1,NA
41821,1,2,2,1,2,2,2,2,1,4,0.87,1,2,1
41822,1,2,2,2,2,2,2,1,2,10,2.66,3,NA,NA
41823,1,2,2,2,2,2,2,2,2,1,0,1,2,1
41824,2,2,2,2,2,1,1,2,2,3,0.58,1,2,1
41825,1,2,1,2,1,2,2,1,2,3,1.18,1,NA,NA
41826,1,2,2,2,2,2,2,1,2,10,3.4,3,NA,NA
41827,2,2,1,2,1,2,2,1,2,12,5,3,NA,NA
41828,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
41829,1,2,2,2,2,2,2,1,2,10,2.98,3,NA,NA
41830,1,2,2,1,2,1,2,2,2,6,1.09,1,2,1
41831,1,2,2,2,2,2,2,1,2,10,2.98,3,NA,NA
41832,1,2,2,2,2,2,2,1,1,8,2.44,3,NA,NA
41833,1,2,2,2,2,2,2,2,2,9,2.49,3,NA,NA
41834,1,2,2,2,2,2,2,1,1,12,5,3,NA,NA
41835,1,2,2,2,2,2,2,1,2,11,2.7,3,NA,NA
41836,1,2,2,2,2,2,2,2,1,6,1.11,1,2,1
41837,1,2,2,2,1,2,2,1,2,12,5,3,NA,NA
41838,2,1,2,2,2,2,2,2,2,5,1.13,1,2,1
41839,1,2,2,2,2,2,2,2,2,5,0.75,1,2,1
41840,2,2,1,2,2,2,2,2,2,4,1.25,1,1,NA
41841,2,2,1,2,2,2,2,1,2,9,4.12,3,NA,NA
41842,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA
41843,1,2,2,2,2,2,1,2,1,7,1.12,1,2,1
41844,1,2,2,1,2,2,2,2,1,99,NA,1,2,99
41845,1,2,2,2,2,2,2,2,2,1,0,1,2,1
41846,2,2,1,1,1,2,2,1,2,4,0.85,1,7,NA
41847,1,2,2,2,2,2,2,2,2,3,0.52,1,2,1
41848,2,2,1,2,2,2,2,1,2,5,1.71,2,NA,NA
41849,1,2,2,2,2,2,2,2,2,4,1.02,1,2,1
41850,1,2,2,2,2,2,2,2,2,7,2.63,3,NA,NA
41851,1,2,2,2,2,2,2,2,2,2,0.43,1,2,1
41852,1,1,1,2,2,2,2,2,2,6,1.89,3,1,NA
41853,1,1,1,2,1,2,2,1,2,NA,NA,NA,NA,NA
41854,1,2,2,2,2,1,2,2,2,99,NA,9,2,1
41855,1,2,2,2,2,2,2,2,2,1,0.42,1,2,2
41856,1,2,1,2,2,2,2,2,2,6,1.89,3,NA,NA
41857,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
41858,2,2,2,2,1,2,2,1,2,1,0,1,1,NA
41859,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
41860,1,2,2,2,2,2,2,2,2,6,1.24,1,NA,NA
41861,1,2,2,2,2,2,2,2,2,99,NA,3,2,77
41862,1,2,2,2,2,2,2,2,1,4,0.49,1,2,1
41863,1,2,2,2,2,2,2,2,2,10,2.04,3,NA,NA
41864,1,2,2,2,2,2,2,2,2,6,1.7,2,NA,NA
41865,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
41866,1,2,2,1,1,2,2,1,2,11,5,3,NA,NA
41867,1,2,2,2,2,2,2,2,2,7,1.6,2,NA,NA
41868,2,2,1,2,1,2,2,2,2,99,NA,3,1,NA
41869,1,2,2,2,2,2,2,1,2,4,1.23,1,NA,NA
41870,1,2,2,2,2,2,2,2,2,7,1.3,1,2,1
41871,1,2,2,2,2,2,2,1,2,77,NA,7,1,NA
41872,1,2,2,2,2,2,2,2,2,7,1.79,2,NA,NA
41873,2,2,1,2,1,2,2,1,2,11,5,3,NA,NA
41874,1,1,2,2,2,2,2,1,2,9,2.91,3,NA,NA
41875,1,2,2,2,2,2,2,2,2,5,1.75,2,NA,NA
41876,1,2,2,2,2,2,2,2,2,5,2.35,3,2,1
41877,1,2,1,2,1,2,2,2,2,6,2.19,3,NA,NA
41878,1,2,2,2,2,2,2,2,2,5,1.23,1,2,1
41879,2,2,1,2,2,2,2,2,2,3,0.75,1,2,1
41880,1,2,2,2,2,2,2,2,1,4,0.54,1,2,1
41881,1,1,1,2,2,2,2,2,2,12,5,3,NA,NA
41882,1,2,2,2,2,2,2,2,1,9,2.11,3,1,NA
41883,1,2,1,2,2,2,2,1,2,8,2.73,3,NA,NA
